1	2	0.000437	1	41	768
5	7	0.000526	1	46	778
3	7	0.000434	2	111	864
5	7	0.000499	1	46	778
4	5	0.00043	2	122	890
4	11	0.000866	6	431	1253
7	10	0.000535	2	88	848
3	6	0.000602	3	130	981
					
5	7	0.000402	1	46	778
1	2	0.000496	1	41	768
6	8	0.000942	2	153	899
1	2	0.000423	1	41	768
5	7	0.000471	1	46	778
3	5	0.000509	2	54	860
1	2	0.000415	1	41	768
1	2	0.000475	1	41	768
5	7	0.000495	1	46	778
3	7	0.000542	3	112	889
5	7	0.000584	1	46	778
0	1	0.000355	0	0	729
0	1	0.000386	0	0	729
0	1	0.000535	0	0	729
0	1	0.000796	0	0	729
1	2	0.000512	1	41	768
1	2	0.000599	1	41	768
6	9	0.000522	3	78	897
3	5	0.001093	2	54	860
1	2	0.000479	1	28	748
0	1	0.00034	0	0	729
0	1	0.000647	0	0	729
0	1	0.000483	0	0	729
0	1	0.000363	0	0	729
0	1	0.000442	0	0	729
0	1	0.000542	0	0	729
0	1	0.000506	0	0	729
0	1	0.000668	0	0	729
0	1	0.000714	0	0	729
0	1	0.000419	0	0	729
0	1	0.000563	0	0	729
0	1	0.000415	0	0	729
0	1	0.000334	0	0	729
0	1	0.000397	0	0	729
0	1	0.000482	0	0	729
0	1	0.00038	0	0	729
0	1	0.000472	0	0	729
0	1	0.00038	0	0	729
0	1	0.000449	0	0	729
0	1	0.0004	0	0	729
0	1	0.000453	0	0	729
0	1	0.000423	0	0	729
0	1	0.000335	0	0	729
0	1	0.000708	0	0	729
0	1	0.000345	0	0	729
0	1	0.000552	0	0	729
0	1	0.0004	0	0	729
0	1	0.000464	0	0	729
0	1	0.000437	0	0	729
0	1	0.000696	0	0	729
0	1	0.000597	0	0	729
0	1	0.000558	0	0	729
0	1	0.000448	0	0	729
0	1	0.000466	0	0	729
0	1	0.000447	0	0	729
0	1	0.000365	0	0	729
0	1	0.00044	0	0	729
0	1	0.000417	0	0	729
0	1	0.000481	0	0	729
0	1	0.00047	0	0	729
0	1	0.000409	0	0	729
0	1	0.000638	0	0	729
0	1	0.000401	0	0	729
0	1	0.000424	0	0	729
0	1	0.000454	0	0	729
0	1	0.000372	0	0	729
0	1	0.000391	0	0	729
0	1	0.00044	0	0	729
0	1	0.000396	0	0	729
0	1	0.000417	0	0	729
0	1	0.000503	0	0	729
0	1	0.000515	0	0	729
0	1	0.00039	0	0	729
0	1	0.000376	0	0	729
0	1	0.000374	0	0	729
0	1	0.000318	0	0	729
0	1	0.000449	0	0	729
0	1	0.000397	0	0	729
0	1	0.000442	0	0	729
0	1	0.000439	0	0	729
0	1	0.000452	0	0	729
0	1	0.000687	0	0	729
0	1	0.000584	0	0	729
0	1	0.000408	0	0	729
0	1	0.00046	0	0	729
0	1	0.000401	0	0	729
0	1	0.000375	0	0	729
0	1	0.000435	0	0	729
0	1	0.000502	0	0	729
0	1	0.000375	0	0	729
0	1	0.000688	0	0	729
0	1	0.000476	0	0	729
0	1	0.000363	0	0	729
0	1	0.000395	0	0	729
0	1	0.000547	0	0	729
0	1	0.000541	0	0	729
0	1	0.000487	0	0	729
0	1	0.000534	0	0	729
0	1	0.000411	0	0	729
0	1	0.000377	0	0	729
0	1	0.00043	0	0	729
0	1	0.000688	0	0	729
0	1	0.000468	0	0	729
0	1	0.000449	0	0	729
0	1	0.000438	0	0	729
0	1	0.000474	0	0	729
0	1	0.000617	0	0	729
0	1	0.000484	0	0	729
0	1	0.000403	0	0	729
0	1	0.000918	0	0	729
0	1	0.000461	0	0	729
0	1	0.000709	0	0	729
0	1	0.00044	0	0	729
0	1	0.000434	0	0	729
0	1	0.00042	0	0	729
0	1	0.000402	0	0	729
0	1	0.00041	0	0	729
0	1	0.000345	0	0	729
0	1	0.000339	0	0	729
4	5	0.000497	0	0	729
2	4	0.000476	1	8	740
3	8	0.000414	2	43	836
4	8	0.000646	3	207	997
1	2	0.000444	0	0	729
4	5	0.000391	2	81	816
2	5	0.000521	3	45	770
2	3	0.000641	2	50	858
